	tokens	surprisal
124	Joatham	0.8651071489410086
125	begat	0.005053644587382493
126	Achaz	0.8403455012451645
127	and	4.9496230504817165
128	Achaz	0.5525320765771593
129	begat	0.0058192836550475
130	Ezekias	0.057163416987287045
131	And	0.41296041289656876
132	Ezekias	0.1896076740016421
133	begat	0.008181988412305323
134	Manasses	18.89407893492511
135	and	1.919867399677633
136	Manass	7.579984440204254
137	None	None
138	None	None
139	None	None
140	None	None
141	None	None
142	None	None
143	None	None
144	None	None
145	None	None
146	None	None
147	None	None
148	None	None
149	None	None
150	None	None
151	None	None
152	None	None
153	None	None
154	None	None
155	None	None
156	None	None
157	None	None
158	None	None
159	None	None
160	None	None
161	None	None
162	None	None
163	None	None
164	None	None
165	None	None
166	None	None
167	None	None
168	None	None
169	None	None
170	None	None
171	None	None
172	None	None
173	None	None
174	None	None
175	None	None
176	None	None
177	None	None
178	None	None
179	None	None
180	None	None
181	None	None
182	None	None
183	None	None
184	None	None
185	None	None
186	None	None
187	None	None
188	None	None
189	None	None
190	None	None
191	None	None
192	None	None
193	None	None
194	None	None
195	None	None
196	None	None
197	None	None
198	None	None
199	None	None
200	None	None
201	None	None
202	None	None
203	None	None
204	None	None
205	None	None
206	None	None
207	None	None
208	None	None
209	None	None
210	None	None
211	None	None
212	None	None
213	None	None
214	None	None
215	None	None
216	None	None
217	None	None
218	None	None
219	None	None
220	None	None
221	None	None
222	None	None
223	None	None
224	None	None
225	None	None
226	None	None
227	None	None
228	None	None
229	None	None
230	None	None
231	None	None
232	None	None
233	None	None
234	None	None
235	None	None
236	None	None
237	None	None
238	None	None
239	None	None
240	None	None
241	None	None
242	None	None
243	None	None
244	None	None
245	None	None
246	None	None
247	None	None
248	None	None
249	None	None
250	None	None
251	None	None
252	None	None
253	None	None
254	None	None
255	None	None
256	None	None
257	None	None
258	None	None
259	None	None
260	None	None
261	None	None
262	None	None
263	None	None
264	None	None
265	None	None
266	None	None
267	None	None
268	None	None
269	None	None
270	None	None
271	None	None
272	None	None
273	None	None
274	None	None
275	None	None
276	None	None
277	None	None
278	None	None
279	None	None
280	None	None
281	None	None
282	None	None
283	None	None
284	None	None
285	None	None
286	None	None
287	None	None
288	None	None
289	None	None
290	None	None
291	None	None
292	None	None
293	None	None
294	None	None
295	None	None
296	None	None
297	None	None
298	None	None
299	None	None
300	None	None
301	None	None
302	None	None
303	None	None
304	None	None
305	None	None
306	None	None
307	None	None
308	None	None
309	None	None
310	None	None
311	None	None
312	None	None
313	None	None
314	None	None
315	None	None
316	None	None
317	None	None
318	None	None
319	None	None
320	None	None
321	None	None
322	None	None
323	None	None
324	None	None
325	None	None
326	None	None
327	None	None
328	None	None
329	None	None
330	None	None
331	None	None
332	None	None
333	None	None
334	None	None
335	None	None
336	None	None
337	None	None
338	None	None
339	None	None
340	None	None
341	None	None
342	None	None
343	None	None
344	None	None
345	None	None
346	None	None
347	None	None
348	None	None
349	None	None
350	None	None
351	None	None
352	None	None
353	None	None
354	None	None
355	None	None
356	None	None
357	None	None
358	None	None
359	None	None
360	None	None
361	None	None
362	None	None
363	None	None
364	None	None
365	None	None
366	None	None
367	None	None
368	None	None
369	None	None
370	None	None
371	None	None
372	None	None
373	None	None
374	None	None
375	None	None
376	None	None
377	None	None
378	None	None
379	None	None
380	None	None
381	None	None
382	None	None
383	None	None
384	None	None
385	None	None
386	None	None
387	None	None
388	None	None
389	None	None
390	None	None
391	None	None
392	None	None
393	None	None
394	None	None
395	None	None
396	None	None
397	None	None
398	None	None
399	None	None
400	None	None
401	None	None
402	None	None
403	None	None
404	None	None
405	None	None
406	None	None
407	None	None
408	None	None
409	None	None
410	None	None
411	None	None
412	None	None
413	None	None
414	None	None
415	None	None
416	None	None
417	None	None
418	None	None
419	None	None
420	None	None
421	None	None
422	None	None
423	None	None
424	None	None
425	None	None
426	None	None
427	None	None
428	None	None
429	None	None
430	None	None
431	None	None
432	None	None
433	None	None
434	None	None
435	None	None
436	None	None
437	None	None
438	None	None
439	None	None
440	None	None
441	None	None
442	None	None
443	None	None
444	None	None
445	None	None
446	None	None
447	None	None
448	None	None
449	None	None
450	None	None
451	None	None
452	None	None
453	None	None
454	None	None
455	None	None
456	None	None
457	None	None
458	None	None
459	None	None
460	None	None
461	None	None
462	None	None
463	None	None
464	None	None
465	None	None
466	None	None
467	None	None
468	None	None
469	None	None
470	None	None
471	None	None
472	None	None
473	Now	8.462919910696556
474	when	5.040177195183878
475	Jesus	5.3129221006791
476	was	0.053873049814413425
477	born	0.23456648415346598
478	in	0.21015167936612522
479	Bethlehem	0.28151906954638195
480	of	0.25560301485646497
481	Judaea	0.01583550160479717
482	in	0.8628478014057316
483	the	0.03414271949243113
484	days	8.981970846758593
485	of	0.30995842809781016
486	Herod	0.07194242544182879
487	the	0.5066875169928444
488	king	8.551475307759151
489	behold	15.007700234641923
490	there	1.7645019647411953
491	came	15.86577534322504
492	wise	3.81350199701043
493	men	0.09246683687875674
494	from	1.6841131472860755
495	the	0.03549783905747695
496	east	1.783994438668421
497	to	2.4912746707246254
498	Jerusalem	3.1183439905722206
499	Saying	9.172078625371917
500	Where	10.498523825515385
501	is	2.692429642997144
502	he	9.626084372049517
503	that	5.738377775376537
504	is	2.3769517586727487
505	born	13.907939243133631
506	King	9.269411700693535
507	of	0.29915488310884414
508	the	0.08441772383190992
509	Jews	8.062461394583597
510	for	12.491392288672662
511	we	2.0514402720949194
512	have	0.5214151414933489
513	seen	4.89452208287786
514	his	4.16727326393769
515	star	10.521252224776159
516	in	2.7800394963933006
517	the	0.00887791725897481
518	east	3.6340690169840975
519	and	3.09496176845608
520	are	13.101571135293748
521	come	11.413454866074838
522	to	1.7086207382698042
523	worship	1.1193970922924945
524	him	1.1513495545467758
525	When	2.051241475310209
526	Herod	0.008433844764433976
527	the	0.024837485721328253
528	king	0.41474504376179827
529	had	0.10746153747744017
530	heard	3.4604425105287033
531	these	2.8507712275763244
532	things	4.160669325829414
533	he	1.2899004921179293
534	was	0.3706373761748889
535	troubled	14.98989298109389
536	and	3.909390195064976
537	all	15.786122408269856
538	Jerusalem	11.970900692362306
539	with	7.1499826998813045
540	him	3.5011931481754135
541	And	0.9536981143064419
542	when	1.5428511140845076
543	he	1.1984828591526553
544	had	0.2440520477245672
545	gathered	5.474004344918666
546	all	2.8284420114759112
547	the	0.14129965627332272
548	chief	8.9422998963592
549	priests	8.626668841037885
550	and	0.25521521968187916
551	scribes	2.535600364764914
552	of	1.156956125479794
553	the	0.6375076588678701
554	people	4.772147891381974
555	together	9.841078493241838
556	he	1.1104071950992438
557	demanded	7.7464097079185015
558	of	5.892950262785516
559	them	6.148096203344999
560	where	7.7586161276580174
561	Christ	9.573010124723334
562	should	3.3657733332546678
563	be	0.015922849475993945
564	born	5.958625259335457
565	And	1.3010146649784053
566	they	5.844311026114083
567	said	8.964325956100303
568	unto	9.304272461837432
569	him	2.1246145368998133
570	In	6.91959296682623
571	Bethlehem	0.050348697862407074
572	of	0.06749182090134666
573	Judaea	0.01198647404649488
574	for	11.706518107335988
575	thus	9.461436749026143
576	it	2.8592700648779688
577	is	2.7486106317491314
578	written	5.579015532801918
579	by	1.9639179676750762
580	the	0.4276915939339225
581	prophet	5.0674255016617815
582	And	5.187858054092757
583	thou	13.065269624990027
584	Bethlehem	14.111397850536372
585	in	2.0449116972373935
586	the	0.04193879548781704
587	land	13.754000269315076
588	of	0.07018094726359267
589	Juda	0.04500973534351852
590	art	23.35355423333122
591	not	8.59561993397325
592	the	3.2758575666232312
593	least	10.007279268846075
594	among	3.4298410968453124
595	the	0.07686015400979503
596	princes	8.26701033972801
597	of	0.0601910715810147
598	Juda	0.019060184687496623
599	for	10.301605731767172
600	out	12.076325595555229
601	of	3.244096960198623
602	thee	9.585557855500975
603	shall	3.2857688437756702
604	come	7.346569497266556
605	a	5.4384302593619
606	Governor	17.555386069067463
607	that	5.097835147379569
608	shall	2.0054359368640733
609	rule	10.507883740712115
610	my	7.957063194832223
611	people	9.538528046785839
612	Israel	14.929711473842756
613	Then	4.856480388775167
614	Herod	0.03836973922159445
615	when	4.406859670860525
616	he	1.4345794471948368
617	had	3.9191832854585433
618	privily	17.202658720924617
619	called	12.067537777597426
620	the	1.7969271674947296
621	wise	1.904667852911527
622	men	1.310610014152299
623	enquired	16.252334659721903
624	of	4.110531407606907
625	them	4.044190662106146
626	diligently	0.13465408112562322
627	what	10.628458764471183
628	time	7.973221110504285
629	the	0.9085733304329388
630	star	11.675064382623674
631	appeared	5.893300969901635
632	And	2.199490576671824
633	he	1.5948812651334197
634	sent	2.644315676969088
635	them	2.7496321807149116
636	to	0.0632102188371631
637	Bethlehem	5.417728095505826
638	and	3.399177163745276
639	said	9.592817959115704
640	Go	15.0933469893217
641	and	4.481754344363963
642	search	11.670728667052702
643	diligently	0.1183324716205357
644	for	2.1111059135121444
645	the	2.2783572463878095
646	young	4.924745126944797
647	child	10.78650592764831
648	and	3.0470959799834194
649	when	5.268281979079601
650	ye	13.258383142521689
651	have	9.381225808049289
652	found	6.822173093520956
653	him	4.148368846712075
654	bring	9.04850850374403
655	me	6.471495453671869
656	word	13.311251758408607
657	again	8.879628898964453
658	that	7.330368579358899
659	I	3.8668464965154596
660	may	6.462122936386179
661	come	4.4669083094633235
662	and	5.616111040873286
663	worship	6.485684204965816
664	him	0.4799135846234597
665	also	10.52290347192089
666	When	0.8230891117917896
667	they	5.573982281528804
668	had	0.8504500878273091
669	heard	3.8945630069410644
670	the	0.11582966725161353
671	king	6.090504866738437
672	they	2.764019979147104
673	departed	10.0229805090373
674	None	None
675	None	None
676	None	None
677	None	None
678	None	None
679	None	None
680	None	None
681	None	None
682	None	None
683	None	None
684	None	None
685	None	None
686	None	None
687	None	None
688	None	None
689	None	None
690	None	None
691	None	None
692	None	None
693	None	None
694	None	None
695	None	None
696	None	None
697	None	None
698	None	None
699	None	None
700	None	None
701	None	None
702	None	None
703	None	None
704	None	None
705	None	None
706	None	None
707	None	None
708	None	None
709	None	None
710	None	None
711	None	None
712	None	None
713	None	None
714	None	None
715	None	None
716	None	None
717	None	None
718	None	None
719	None	None
720	None	None
721	None	None
722	None	None
723	None	None
724	None	None
725	None	None
726	None	None
727	None	None
728	None	None
729	None	None
730	None	None
731	None	None
732	None	None
733	None	None
734	None	None
735	None	None
736	None	None
737	None	None
738	None	None
739	None	None
740	None	None
741	None	None
742	None	None
743	None	None
744	None	None
745	None	None
746	None	None
747	None	None
748	None	None
749	None	None
750	None	None
751	None	None
752	None	None
753	None	None
754	None	None
755	None	None
756	None	None
757	None	None
758	None	None
759	None	None
760	None	None
761	None	None
762	None	None
763	None	None
764	None	None
765	None	None
766	None	None
767	None	None
768	None	None
769	None	None
770	None	None
771	None	None
772	None	None
773	None	None
774	None	None
775	None	None
776	None	None
777	None	None
778	None	None
779	None	None
780	None	None
781	None	None
782	None	None
783	None	None
784	None	None
785	None	None
786	None	None
787	None	None
788	None	None
789	None	None
790	None	None
791	None	None
792	None	None
793	None	None
794	None	None
795	None	None
796	None	None
797	None	None
798	None	None
799	None	None
800	None	None
801	None	None
802	None	None
803	None	None
804	None	None
805	None	None
806	None	None
807	None	None
808	None	None
809	None	None
810	None	None
811	None	None
812	None	None
813	None	None
814	None	None
815	None	None
816	None	None
817	None	None
818	None	None
819	None	None
820	None	None
821	None	None
822	None	None
823	None	None
824	None	None
825	None	None
826	None	None
827	None	None
828	None	None
829	None	None
830	None	None
831	None	None
832	None	None
833	None	None
834	None	None
835	None	None
836	None	None
837	None	None
838	None	None
839	None	None
840	None	None
841	None	None
842	None	None
843	None	None
844	None	None
845	None	None
846	None	None
847	None	None
848	None	None
849	None	None
850	None	None
851	None	None
852	None	None
853	None	None
854	None	None
855	None	None
856	None	None
857	None	None
858	None	None
859	None	None
860	None	None
861	None	None
862	None	None
863	None	None
864	None	None
865	None	None
866	None	None
867	None	None
868	None	None
869	None	None
870	None	None
871	None	None
872	None	None
873	None	None
874	None	None
875	None	None
876	None	None
877	None	None
878	None	None
879	None	None
880	None	None
881	None	None
882	None	None
883	None	None
884	None	None
885	None	None
886	None	None
887	None	None
888	None	None
889	None	None
890	None	None
891	None	None
892	None	None
893	None	None
894	None	None
895	None	None
896	None	None
897	None	None
898	None	None
899	None	None
900	None	None
901	None	None
902	None	None
903	None	None
904	None	None
905	None	None
906	None	None
907	None	None
908	None	None
909	None	None
910	None	None
911	None	None
912	None	None
913	None	None
914	None	None
915	None	None
916	None	None
917	None	None
918	None	None
919	None	None
920	None	None
921	None	None
922	None	None
923	None	None
924	None	None
925	None	None
926	None	None
927	None	None
928	None	None
929	None	None
930	None	None
931	None	None
932	None	None
933	None	None
934	None	None
935	None	None
936	None	None
937	None	None
938	None	None
939	None	None
940	None	None
941	None	None
942	None	None
943	None	None
944	None	None
945	None	None
946	None	None
947	None	None
948	None	None
949	None	None
950	None	None
951	None	None
952	None	None
953	None	None
954	None	None
955	None	None
956	None	None
957	None	None
958	None	None
959	None	None
960	None	None
961	None	None
962	None	None
963	None	None
964	None	None
965	None	None
966	None	None
967	None	None
968	None	None
969	None	None
970	None	None
971	None	None
972	None	None
973	None	None
974	None	None
975	None	None
976	None	None
977	None	None
978	None	None
979	None	None
980	None	None
981	None	None
982	None	None
983	None	None
984	None	None
985	None	None
986	None	None
987	None	None
988	None	None
989	None	None
990	None	None
991	None	None
992	None	None
993	None	None
994	None	None
995	None	None
996	None	None
997	None	None
998	None	None
999	None	None
1000	None	None
1001	None	None
1002	None	None
1003	None	None
1004	None	None
1005	None	None
1006	None	None
1007	None	None
1008	None	None
1009	None	None
1010	None	None
1011	None	None
1012	None	None
1013	None	None
1014	None	None
1015	None	None
1016	None	None
1017	None	None
1018	None	None
1019	None	None
1020	None	None
1021	None	None
1022	None	None
1023	None	None
1024	None	None
1025	None	None
1026	None	None
1027	None	None
1028	None	None
1029	None	None
1030	None	None
1031	None	None
1032	None	None
1033	None	None
1034	None	None
1035	None	None
1036	None	None
1037	None	None
1038	None	None
1039	None	None
1040	None	None
1041	None	None
1042	None	None
1043	None	None
1044	None	None
1045	None	None
1046	None	None
1047	None	None
1048	None	None
1049	None	None
1050	None	None
1051	None	None
1052	None	None
1053	None	None
1054	None	None
1055	None	None
1056	None	None
1057	None	None
1058	None	None
1059	None	None
1060	None	None
1061	None	None
1062	None	None
1063	None	None
1064	None	None
1065	None	None
1066	None	None
1067	None	None
1068	None	None
1069	None	None
1070	None	None
1071	None	None
1072	None	None
1073	None	None
1074	None	None
1075	None	None
1076	None	None
1077	None	None
1078	None	None
1079	None	None
1080	None	None
1081	None	None
1082	None	None
1083	None	None
1084	None	None
1085	None	None
1086	None	None
1087	None	None
1088	None	None
1089	None	None
1090	None	None
1091	None	None
1092	In	1.0233264564098687
1093	those	1.2948916093704497
1094	days	2.00667328848736
1095	came	15.064276146988737
1096	John	7.627277853913181
1097	the	0.21710174359670978
1098	Baptist	4.832181144184263
1099	preaching	7.113870955564003
1100	in	0.9310902192482303
1101	the	0.009850667257608015
1102	wilderness	6.705048801835996
1103	of	0.9220161889702839
1104	Judaea	0.028000291665268424
1105	And	7.414972605951411
1106	saying	8.883963391791655
1107	Repent	21.645989981809976
1108	ye	20.133972864507758
1109	for	9.668745434484393
1110	the	0.4944624482679975
1111	kingdom	10.161180206383792
1112	of	0.2996080144488642
1113	heaven	6.8461015103033676
1114	is	4.8299751756370055
1115	at	5.486552497100607
1116	hand	6.765066092375657
1117	For	5.1124840070550315
1118	this	1.418825398017184
1119	is	4.682201403135165
1120	he	8.860226497273425
1121	that	4.571934567270977
1122	was	2.117595577352741
1123	spoken	7.2090496122417695
1124	of	9.504492722969701
1125	by	0.8788057797933367
1126	the	0.01904104503057923
1127	prophet	3.016107099090156
1128	Esaias	34.93641755067304
1129	saying	3.8700535774029703
1130	The	3.257867815927621
1131	voice	7.0614182515083375
1132	of	0.5597965305997554
1133	one	9.68488485844347
1134	crying	15.638790830407174
1135	in	1.5046496098645594
1136	the	0.10916528685754257
1137	wilderness	8.876395275985661
1138	Prepare	15.84089164074245
1139	ye	19.501374630265875
1140	the	0.8287610381494374
1141	way	11.458408351622763
1142	of	2.688086253394558
1143	the	0.17442616979751113
1144	Lord	8.37839232382152
1145	make	7.926904632196481
1146	his	1.888373342831541
1147	paths	13.63270163818273
1148	straight	10.739815809878394
1149	And	3.1464737024976794
1150	the	0.07537113742586997
1151	same	7.7812354667841666
1152	John	8.492471484974068
1153	had	2.6066424081116653
1154	his	6.185959558677016
1155	raiment	30.27836363498704
1156	of	1.6260420361170567
1157	camel's	11.578018842462566
1158	hair	6.381781655306441
1159	and	1.2828810881744448
1160	a	0.34100571478688235
1161	leathern	35.483429600304376
1162	girdle	2.2929190117853495
1163	about	8.011305519729335
1164	his	1.0759739559464456
1165	loins	12.16209337606529
1166	and	1.9801183288688602
1167	his	2.2057271311408444
1168	meat	7.165415244766992
1169	was	7.053155731239261
1170	locusts	10.799430533450899
1171	and	2.478998099807547
1172	wild	8.48485771125991
1173	honey	6.916688677005451
1174	Then	9.448318841541402
1175	went	5.217211299510049
1176	out	4.518221874135322
1177	to	1.5982624118596918
1178	him	9.285618841898891
1179	Jerusalem	10.81075922592831
1180	and	2.1069899786190813
1181	all	9.278769047626353
1182	Judaea	0.10621061729223107
1183	and	2.836633786435676
1184	all	4.853139571652571
1185	the	0.4302440364270079
1186	region	14.058855831869248
1187	round	17.33282704809855
1188	about	11.281968681077906
1189	Jordan	12.119199915724042
1190	And	10.21134379006383
1191	were	6.089288473821937
1192	baptized	12.869117154183192
1193	of	7.816710369038608
1194	him	5.557393328987577
1195	in	0.6621709723998372
1196	Jordan	5.8418991644132365
1197	confessing	4.836995305189488
1198	their	3.3884243440758866
1199	sins	6.782840711976623
1200	But	1.9385968326028151
1201	when	0.9867267439356576
1202	he	1.1187110602338437
1203	saw	3.9387802849276623
1204	many	4.516318033365016
1205	of	0.085497891591872
1206	the	0.4221741717771192
1207	Pharisees	18.551257461816803
1208	and	0.7034835263308268
1209	Sadducees	44.09721708897118
1210	come	8.015471063638266
1211	to	1.2630597219021198
1212	his	1.731172339633153
1213	baptism	11.201114334941508
1214	he	2.0207975110242704
1215	said	5.110028589320245
1216	unto	5.946162424797933
1217	them	6.735794810175418
1218	O	13.71248825918066
1219	generation	12.145945833285948
1220	of	3.5830473697424416
1221	vipers	15.31842900294337
1222	who	5.71347819409213
1223	hath	9.75505699493452
1224	warned	15.853944442400584
1225	you	4.835020667449067
1226	to	0.11386220855137894
1227	flee	8.689738510889054
1228	from	2.812597632043189
1229	the	3.480554505866315
1230	wrath	15.479404217552451
1231	to	1.1588640428284556
1232	come	9.44114748421761
1233	Bring	13.06360234568339
1234	forth	10.368996066823863
1235	therefore	17.828309626192503
1236	fruits	17.525239832090268
1237	meet	10.987154189542618
1238	for	4.6389267356909745
1239	repentance	3.1092018861847537
1240	And	5.846880655150947
1241	think	12.859041545025246
1242	not	3.548461989135338
1243	to	0.9051470253725848
1244	say	5.616297289355268
1245	within	13.906425113673999
1246	yourselves	30.952046992643204
1247	We	4.035844597548396
1248	have	8.430275437538482
1249	Abraham	16.039917176191448
1250	to	4.0224464152719435
1251	our	2.9266085893092733
1252	father	6.947479377025385
1253	for	10.818247030455348
1254	I	3.7448036884497062
1255	say	4.418616077359662
1256	unto	1.4797945003663502
1257	you	4.818054782442231
1258	that	4.5509695221247375
1259	God	1.9743251078575788
1260	is	1.1444258270011531
1261	able	10.48089109453407
1262	of	5.990394996757066
1263	these	6.444787169217855
1264	stones	7.0462432332629215
1265	to	0.1732731830255759
1266	raise	7.419558087055105
1267	up	10.459916078356677
1268	children	12.729864821520243
1269	unto	10.305866280153806
1270	Abraham	13.75976286655292
1271	And	0.26273635629279374
1272	now	9.070759112179925
1273	also	10.949763561757727
1274	the	1.5491513433985082
1275	axe	14.39863361917915
1276	is	0.4149067983847878
1277	laid	7.34891654799655
1278	unto	13.072832133918615
1279	the	0.0429659945792141
1280	root	8.216288031573399
1281	of	0.09616190673915881
1282	the	1.296778962350743
1283	trees	14.525504818827999
1284	therefore	13.917057218810466
1285	every	9.280647216299757
1286	None	None
1287	None	None
1288	None	None
1289	None	None
1290	None	None
1291	None	None
1292	None	None
1293	None	None
1294	None	None
1295	None	None
1296	None	None
1297	None	None
1298	None	None
1299	None	None
1300	None	None
1301	None	None
1302	None	None
1303	None	None
1304	None	None
1305	None	None
1306	None	None
1307	None	None
1308	None	None
1309	None	None
1310	None	None
1311	None	None
1312	None	None
1313	None	None
1314	None	None
1315	None	None
1316	None	None
1317	None	None
1318	None	None
1319	None	None
1320	None	None
1321	None	None
1322	None	None
1323	None	None
1324	None	None
1325	None	None
1326	None	None
1327	None	None
1328	None	None
1329	None	None
1330	None	None
1331	None	None
1332	None	None
1333	None	None
1334	None	None
1335	None	None
1336	None	None
1337	None	None
1338	None	None
1339	None	None
1340	None	None
1341	None	None
1342	None	None
1343	None	None
1344	None	None
1345	None	None
1346	None	None
1347	None	None
1348	None	None
1349	None	None
1350	None	None
1351	None	None
1352	None	None
1353	None	None
1354	None	None
1355	None	None
1356	None	None
1357	None	None
1358	None	None
1359	None	None
1360	None	None
1361	None	None
1362	None	None
1363	None	None
1364	None	None
1365	None	None
1366	None	None
1367	None	None
1368	None	None
1369	None	None
1370	None	None
1371	None	None
1372	None	None
1373	None	None
1374	None	None
1375	None	None
1376	None	None
1377	None	None
1378	None	None
1379	None	None
1380	None	None
1381	None	None
1382	None	None
1383	None	None
1384	None	None
1385	None	None
1386	None	None
1387	None	None
1388	None	None
1389	None	None
1390	None	None
1391	None	None
1392	None	None
1393	None	None
1394	None	None
1395	None	None
1396	None	None
1397	None	None
1398	None	None
1399	None	None
1400	None	None
1401	None	None
1402	None	None
1403	None	None
1404	None	None
1405	None	None
1406	None	None
1407	None	None
1408	None	None
1409	None	None
1410	None	None
1411	None	None
1412	None	None
1413	None	None
1414	None	None
1415	None	None
1416	None	None
1417	None	None
1418	None	None
1419	None	None
1420	None	None
1421	None	None
1422	None	None
1423	None	None
1424	None	None
1425	None	None
1426	None	None
1427	None	None
1428	None	None
1429	None	None
1430	None	None
1431	None	None
1432	None	None
1433	None	None
1434	None	None
1435	None	None
1436	None	None
1437	None	None
1438	None	None
1439	None	None
1440	None	None
1441	None	None
1442	None	None
1443	None	None
1444	None	None
1445	None	None
1446	None	None
1447	None	None
1448	None	None
1449	None	None
1450	None	None
1451	None	None
1452	None	None
1453	None	None
1454	None	None
1455	None	None
1456	None	None
1457	None	None
1458	None	None
1459	None	None
1460	None	None
1461	None	None
1462	None	None
1463	None	None
1464	None	None
1465	None	None
1466	None	None
1467	None	None
1468	None	None
1469	None	None
1470	None	None
1471	None	None
1472	None	None
1473	None	None
1474	None	None
1475	None	None
1476	None	None
1477	None	None
1478	None	None
1479	Then	10.395439645090923
1480	was	11.841019957748317
1481	Jesus	9.074651383837594
1482	led	11.68632490462177
1483	up	7.6053466845424005
1484	of	5.838928257222614
1485	the	0.24490124217251055
1486	Spirit	10.767531642418252
1487	into	5.151705250240614
1488	the	0.11782901821590894
1489	wilderness	10.550967254427038
1490	to	0.11999654003254319
1491	be	2.4903585943960014
1492	tempted	15.576765961021414
1493	of	9.626973979331288
1494	the	0.1176196474457274
1495	devil	5.707833981762343
1496	And	1.0850134809439018
1497	when	1.2867366311257895
1498	he	0.7385262633228826
1499	had	1.5000016056228502
1500	fasted	13.131701395237801
1501	forty	4.018771216939905
1502	days	2.2669881963841156
1503	and	1.1269023292724123
1504	forty	5.436840975636888
1505	nights	7.284747650923344
1506	he	0.785364715923985
1507	was	1.6031434867593073
1508	afterward	17.58507648672586
1509	an	11.610426818329032
1510	hungred	40.78809233484184
1511	And	0.6014223830487686
1512	when	1.150786389879539
1513	the	1.0888490637461816
1514	tempter	4.755645908699994
1515	came	1.6848500230414802
1516	to	1.0724306188630115
1517	him	3.685140343762723
1518	he	1.946554484010574
1519	said	1.0324611397820678
1520	If	0.512896358635422
1521	thou	0.5167251990178756
1522	be	0.04325509537242103
1523	the	0.008942983361982557
1524	Son	0.12149624998710327
1525	of	0.005803689651590915
1526	God	0.07682278742153119
1527	command	17.130632359897096
1528	that	7.644857696693988
1529	these	2.186755947139295
1530	stones	7.175679727515459
1531	be	5.969884534348068
1532	made	9.287336777693348
1533	bread	13.239620843246902
1534	But	7.5429366803729305
