	tokens	surprisal
1149	And	10.387179298423826
1150	the	11.870203524413402
1151	same	12.339896464477166
1152	John	11.219991464371613
1153	had	9.214459130205597
1154	his	11.533848464932209
1155	raiment	46.84049059354755
1156	of	17.763204329838942
1157	camel's	34.02154415706943
1158	hair	16.187171488275787
1159	and	10.060567043502218
1160	a	14.20394137376744
1161	leathern	31.557924638769727
1162	girdle	50.8388898659349
1163	about	12.683847483401907
1164	his	9.932454856536834
1165	loins	33.87207378872772
1166	and	10.071379522370085
1167	his	10.005172179452023
1168	meat	15.09526910427465
1169	was	13.748063443822987
1170	locusts	48.41539931487404
1171	and	14.179677955114789
1172	wild	12.272235519417542
1173	honey	17.804447112558133
1174	Then	13.190544390427078
1175	went	13.67182404665185
1176	out	11.152292282590839
1177	to	12.451740860557123
1178	him	12.958316286708044
1179	Jerusalem	16.480875973358486
1180	and	9.899930270127111
1181	all	12.10303915065477
1182	Judaea	36.76517392847167
1183	and	11.288834350349626
1184	all	10.79742565547915
1185	the	15.409818106193105
1186	region	14.512451754907978
1187	round	12.984971080559694
1188	about	14.671282483656107
1189	Jordan	20.52693282224516
1190	None	None
1191	None	None
1192	None	None
1193	None	None
1194	None	None
1195	None	None
1196	None	None
1197	None	None
1198	None	None
1199	None	None
1200	None	None
1201	None	None
1202	None	None
1203	None	None
1204	None	None
1205	None	None
1206	None	None
1207	None	None
1208	None	None
1209	None	None
1210	None	None
1211	None	None
1212	None	None
1213	None	None
1214	None	None
1215	None	None
1216	None	None
1217	None	None
1218	None	None
1219	None	None
1220	None	None
1221	None	None
1222	None	None
1223	None	None
1224	None	None
1225	None	None
1226	None	None
1227	None	None
1228	None	None
1229	None	None
1230	None	None
1231	None	None
1232	None	None
1233	None	None
1234	None	None
1235	None	None
1236	None	None
1237	None	None
1238	None	None
1239	None	None
1240	None	None
1241	None	None
1242	None	None
1243	None	None
1244	None	None
1245	None	None
1246	None	None
1247	None	None
1248	None	None
1249	None	None
1250	None	None
1251	None	None
1252	None	None
1253	None	None
1254	None	None
1255	None	None
1256	None	None
1257	None	None
1258	None	None
1259	None	None
1260	None	None
1261	None	None
1262	None	None
1263	None	None
1264	None	None
1265	None	None
1266	None	None
1267	None	None
1268	None	None
1269	None	None
1270	None	None
1271	None	None
1272	None	None
1273	None	None
1274	None	None
1275	None	None
1276	None	None
1277	None	None
1278	None	None
1279	None	None
1280	None	None
1281	None	None
1282	None	None
1283	None	None
1284	None	None
1285	None	None
1286	None	None
1287	None	None
1288	None	None
1289	None	None
1290	None	None
1291	None	None
1292	None	None
1293	None	None
1294	None	None
1295	None	None
1296	None	None
1297	None	None
1298	None	None
1299	None	None
1300	None	None
1301	None	None
1302	None	None
1303	None	None
1304	None	None
1305	None	None
1306	None	None
1307	None	None
1308	None	None
1309	None	None
1310	None	None
1311	None	None
1312	None	None
1313	None	None
1314	None	None
1315	None	None
1316	None	None
1317	None	None
1318	None	None
1319	None	None
1320	None	None
1321	None	None
1322	None	None
1323	None	None
1324	None	None
1325	None	None
1326	None	None
1327	None	None
1328	None	None
1329	None	None
1330	None	None
1331	None	None
1332	None	None
1333	None	None
1334	None	None
1335	None	None
1336	None	None
1337	None	None
1338	None	None
1339	None	None
1340	None	None
1341	None	None
1342	None	None
1343	None	None
1344	None	None
1345	None	None
1346	None	None
1347	None	None
1348	None	None
1349	None	None
1350	None	None
1351	None	None
1352	None	None
1353	None	None
1354	None	None
1355	None	None
1356	None	None
1357	None	None
1358	None	None
1359	None	None
1360	None	None
1361	None	None
1362	None	None
1363	None	None
1364	None	None
1365	None	None
1366	None	None
1367	None	None
1368	None	None
1369	None	None
1370	None	None
1371	None	None
1372	None	None
1373	None	None
1374	None	None
1375	None	None
1376	None	None
1377	None	None
1378	None	None
1379	None	None
1380	None	None
1381	None	None
1382	None	None
1383	None	None
1384	None	None
1385	None	None
1386	None	None
1387	None	None
1388	None	None
1389	None	None
1390	None	None
1391	None	None
1392	None	None
1393	None	None
1394	None	None
1395	None	None
1396	None	None
1397	None	None
1398	None	None
1399	None	None
1400	None	None
1401	None	None
1402	None	None
1403	None	None
1404	None	None
1405	None	None
1406	None	None
1407	None	None
1408	None	None
1409	None	None
1410	None	None
1411	None	None
1412	None	None
1413	None	None
1414	None	None
1415	None	None
1416	None	None
1417	None	None
1418	None	None
1419	None	None
1420	None	None
1421	None	None
1422	None	None
1423	None	None
1424	None	None
1425	None	None
1426	None	None
1427	None	None
1428	None	None
1429	None	None
1430	None	None
1431	None	None
1432	None	None
1433	None	None
1434	None	None
1435	None	None
1436	None	None
1437	None	None
1438	None	None
1439	None	None
1440	None	None
1441	None	None
1442	None	None
1443	None	None
1444	None	None
1445	None	None
1446	None	None
1447	None	None
1448	None	None
1449	None	None
1450	None	None
1451	None	None
1452	None	None
1453	None	None
1454	None	None
1455	None	None
1456	None	None
1457	None	None
1458	None	None
1459	None	None
1460	None	None
1461	None	None
1462	None	None
1463	None	None
1464	None	None
1465	None	None
1466	None	None
1467	None	None
1468	None	None
1469	None	None
1470	None	None
1471	None	None
1472	None	None
1473	None	None
1474	None	None
1475	None	None
1476	None	None
1477	None	None
1478	None	None
1479	Then	20.298447004778573
1480	was	14.134743041553167
1481	Jesus	15.317913569633205
1482	led	14.083204719428627
1483	up	12.517899488198305
1484	of	13.215207921730038
1485	the	12.728996413688238
1486	Spirit	14.681736759627148
1487	into	12.6939861643832
1488	the	15.169974038829023
1489	wilderness	15.726883965075793
1490	to	14.323795400562709
1491	be	13.661627987233
1492	tempted	19.429603880858778
1493	of	12.620514542841931
1494	the	12.25449512922657
1495	devil	21.244907152426517
1496	And	13.427431717679763
1497	when	9.907750313515196
1498	he	12.43931195668893
1499	had	9.21925940675059
1500	fasted	25.451061843332944
1501	forty	14.883668890107153
1502	days	16.10023033742127
1503	and	12.627955825825618
1504	forty	12.633964660489557
1505	nights	20.72585009002047
1506	he	11.125051849226033
1507	was	13.519186753172333
1508	afterward	18.590827793814597
1509	an	12.384503714611258
1510	hungred	35.58290613249952
1511	And	13.235722144367292
1512	when	9.486086789537502
1513	the	15.781840624914892
1514	tempter	32.57293632371664
1515	came	13.983926938866004
1516	to	13.696273033324154
1517	him	10.82582831505018
1518	he	10.754664038764943
1519	said	14.450112066304323
1520	If	13.795776640757158
1521	thou	18.567907492814133
1522	be	9.957225803167635
1523	the	12.322706397296342
1524	Son	16.1025163168181
1525	of	15.424389895348591
1526	God	12.198913537959463
1527	command	17.25069122751913
1528	that	7.10998292943885
1529	these	13.686144474326543
1530	stones	17.88197255078577
1531	be	10.902326448751348
1532	made	10.06869664043321
1533	bread	17.20313148492487
1534	But	12.27234633141884
1535	he	10.974424115391686
1536	answered	19.992531754760673
1537	and	11.49567840043238
1538	said	14.553285693681742
1539	It	16.5600868321577
1540	is	14.07912526933426
1541	written	11.88188349179959
1542	Man	14.42631491001447
1543	shall	12.689550857602248
1544	not	9.283963672619342
1545	live	11.957010609816109
1546	by	12.295680494717207
1547	bread	18.61239505551988
1548	alone	10.322444113615115
1549	but	12.803363807391406
1550	by	12.690540160924735
1551	every	14.250876421416399
1552	word	15.37091501995073
1553	that	9.752502543482501
1554	proceedeth	35.366542945959495
1555	out	11.569546299789918
1556	of	12.34300218300503
1557	the	15.259739337990574
1558	mouth	16.43847057907838
1559	of	15.01350161991674
1560	God	13.875862592163903
1561	Then	12.327791466880688
1562	the	14.044775355834949
1563	devil	18.838117267657392
1564	taketh	52.31813822528425
1565	him	9.7065136169147
1566	up	9.736032689330832
1567	into	13.848015412006868
1568	the	15.074118910360069
1569	holy	14.321075076693468
1570	city	9.666207517083851
1571	and	10.371998864547962
1572	setteth	35.97218999727368
1573	him	8.750901018208024
1574	on	11.95259480500974
1575	a	14.705465626229373
1576	pinnacle	19.42604384377791
1577	of	15.66072042982247
1578	the	14.667210158853091
1579	temple	13.532893141980566
1580	And	12.561212207605768
1581	saith	31.837486771351244
1582	unto	17.645526764200206
1583	him	11.592736515318123
1584	If	15.052784272207779
1585	None	None
1586	None	None
1587	None	None
1588	None	None
1589	None	None
1590	None	None
1591	None	None
1592	None	None
1593	None	None
1594	None	None
1595	None	None
1596	None	None
1597	None	None
1598	None	None
1599	None	None
1600	None	None
1601	None	None
1602	None	None
1603	None	None
1604	None	None
1605	None	None
1606	None	None
1607	None	None
1608	None	None
1609	None	None
1610	None	None
1611	None	None
1612	None	None
1613	None	None
1614	None	None
1615	None	None
1616	None	None
1617	None	None
1618	None	None
1619	None	None
1620	None	None
1621	None	None
1622	None	None
1623	None	None
1624	None	None
1625	None	None
1626	None	None
1627	None	None
1628	None	None
1629	None	None
1630	None	None
1631	None	None
1632	None	None
1633	None	None
1634	None	None
1635	None	None
1636	None	None
1637	None	None
1638	None	None
1639	None	None
1640	None	None
1641	None	None
1642	None	None
1643	None	None
1644	None	None
1645	None	None
1646	None	None
1647	None	None
1648	None	None
1649	None	None
1650	None	None
1651	None	None
1652	None	None
1653	None	None
1654	None	None
1655	None	None
1656	None	None
1657	None	None
1658	None	None
1659	None	None
1660	None	None
1661	None	None
1662	None	None
1663	None	None
1664	None	None
1665	None	None
1666	None	None
1667	None	None
1668	None	None
1669	None	None
1670	None	None
1671	None	None
1672	None	None
1673	None	None
1674	None	None
1675	None	None
1676	None	None
1677	None	None
1678	None	None
1679	None	None
1680	None	None
1681	None	None
1682	None	None
1683	None	None
1684	None	None
1685	None	None
1686	None	None
1687	None	None
1688	None	None
1689	None	None
1690	None	None
1691	None	None
1692	None	None
1693	None	None
1694	None	None
1695	None	None
1696	None	None
1697	None	None
1698	None	None
1699	None	None
1700	None	None
1701	None	None
1702	None	None
1703	None	None
1704	None	None
1705	None	None
1706	None	None
1707	None	None
1708	None	None
1709	None	None
1710	None	None
1711	None	None
1712	None	None
1713	None	None
1714	None	None
1715	None	None
1716	None	None
1717	None	None
1718	None	None
1719	None	None
1720	None	None
1721	None	None
1722	None	None
1723	None	None
1724	None	None
1725	None	None
1726	None	None
1727	None	None
1728	None	None
1729	None	None
1730	None	None
1731	None	None
1732	None	None
1733	None	None
1734	None	None
1735	None	None
1736	None	None
1737	None	None
1738	None	None
1739	None	None
1740	None	None
1741	None	None
1742	None	None
1743	None	None
1744	None	None
1745	None	None
1746	None	None
1747	None	None
1748	None	None
1749	None	None
1750	None	None
1751	None	None
1752	None	None
1753	None	None
1754	None	None
1755	None	None
1756	None	None
1757	None	None
1758	None	None
1759	None	None
1760	None	None
1761	None	None
1762	None	None
